Total.Household.Income,Region,Total.Food.Expenditure,Household.Head.Sex,Household.Head.Age,Type.of.Household,Total.Number.of.Family.members,House.Floor.Area,House.Age,Number.of.bedrooms,Electricity
111976,XII - SOCCSKSARGEN,26747,Male,41,Single Family,1,16,15,1,1
38407,XII - SOCCSKSARGEN,25406,Male,45,Extended Family,5,27,1,2,1
132695,XII - SOCCSKSARGEN,69003,Male,35,Extended Family,6,19,0,2,1
53968,XII - SOCCSKSARGEN,34116,Male,59,Extended Family,4,9,5,0,1
49295,XII - SOCCSKSARGEN,24515,Male,38,Single Family,2,11,5,1,0
24442,XII - SOCCSKSARGEN,18203,Male,65,Single Family,2,14,25,2,1
99567,XII - SOCCSKSARGEN,71804,Male,39,Single Family,4,18,3,2,1
80698,XII - SOCCSKSARGEN,72378,Female,56,Extended Family,2,9,15,0,1
37241,XII - SOCCSKSARGEN,30014,Male,36,Single Family,2,15,5,0,1
76081,XII - SOCCSKSARGEN,46911,Male,96,Single Family,1,36,63,1,1
78233,XII - SOCCSKSARGEN,30674,Male,55,Single Family,2,16,10,1,1
65109,XII - SOCCSKSARGEN,41115,Male,32,Single Family,2,18,17,2,1
84638,XII - SOCCSKSARGEN,59954,Female,51,Single Family,4,9,5,0,0
39926,XII - SOCCSKSARGEN,36672,Male,27,Single Family,6,27,3,1,1
121723,XII - SOCCSKSARGEN,40503,Male,40,Single Family,5,225,10,2,1
47818,XII - SOCCSKSARGEN,34349,Female,25,Single Family,5,18,7,1,1
153410,XII - SOCCSKSARGEN,57331,Male,57,Single Family,5,45,20,2,1
120400,XII - SOCCSKSARGEN,63082,Female,44,Single Family,5,50,25,3,1
170230,XII - SOCCSKSARGEN,75872,Male,44,Single Family,9,100,11,3,1
320463,XII - SOCCSKSARGEN,140233,Female,45,Extended Family,19,70,3,4,1
71827,XII - SOCCSKSARGEN,16978,Female,60,Single Family,2,15,15,1,1
117020,XII - SOCCSKSARGEN,56618,Female,27,Single Family,5,20,13,1,1
149369,XII - SOCCSKSARGEN,40064,Male,26,Single Family,3,24,16,1,1
353992,XII - SOCCSKSARGEN,104932,Male,42,Single Family,8,21,27,2,1
113282,XII - SOCCSKSARGEN,56528,Male,48,Single Family,5,17,3,1,0
100655,XII - SOCCSKSARGEN,36240,Female,65,Single Family,4,17,42,2,1
111798,XII - SOCCSKSARGEN,38862,Female,37,Single Family,3,17,3,2,1
80960,XII - SOCCSKSARGEN,33537,Male,36,Single Family,3,17,3,2,1
125745,XII - SOCCSKSARGEN,45800,Male,51,Single Family,3,20,18,1,1
136340,XII - SOCCSKSARGEN,102193,Male,54,Single Family,6,27,17,1,1
216450,XII - SOCCSKSARGEN,93089,Male,43,Single Family,5,25,15,2,1
126700,XII - SOCCSKSARGEN,71192,Male,42,Single Family,6,30,25,2,1
243340,XII - SOCCSKSARGEN,93156,Male,53,Single Family,5,20,10,2,1
122600,XII - SOCCSKSARGEN,57154,Female,91,Single Family,5,20,18,2,1
58900,XII - SOCCSKSARGEN,38083,Male,27,Single Family,2,20,18,1,1
125940,XII - SOCCSKSARGEN,46354,Male,46,Single Family,5,20,18,2,1
87380,XII - SOCCSKSARGEN,53667,Male,31,Single Family,6,17,13,1,1
93300,XII - SOCCSKSARGEN,38940,Male,71,Single Family,4,20,20,2,1
79695,XII - SOCCSKSARGEN,47224,Male,24,Single Family,5,16,3,1,1
67275,XII - SOCCSKSARGEN,43563,Male,22,Single Family,5,16,7,1,1
77560,XII - SOCCSKSARGEN,49942,Male,22,Single Family,4,18,3,1,1
131316,XII - SOCCSKSARGEN,84752,Male,39,Single Family,8,10,1,1,1
128490,XII - SOCCSKSARGEN,67821,Male,30,Single Family,5,12,6,1,1
107880,XII - SOCCSKSARGEN,46663,Male,25,Single Family,3,20,1,1,1
77356,XII - SOCCSKSARGEN,41178,Male,19,Single Family,2,86,1,1,1
150378,XII - SOCCSKSARGEN,55164,Male,28,Single Family,5,18,1,1,1
78438,XII - SOCCSKSARGEN,52281,Male,41,Single Family,5,8,6,1,1
100880,XII - SOCCSKSARGEN,30529,Male,19,Single Family,2,68,3,1,1
312000,XII - SOCCSKSARGEN,113635,Male,51,Single Family,5,55,15,3,1
716800,XII - SOCCSKSARGEN,226579,Male,41,Extended Family,9,250,7,5,1
203498,XII - SOCCSKSARGEN,90279,Male,59,Extended Family,6,45,29,2,1
265800,XII - SOCCSKSARGEN,117794,Female,62,Single Family,4,50,15,3,1
131400,XII - SOCCSKSARGEN,60444,Female,74,Extended Family,4,35,17,2,1
89800,XII - SOCCSKSARGEN,65801,Male,39,Extended Family,5,35,11,1,1
135900,XII - SOCCSKSARGEN,73539,Male,38,Single Family,3,40,15,2,1
87880,XII - SOCCSKSARGEN,46516,Male,32,Single Family,3,35,15,1,1
169500,XII - SOCCSKSARGEN,83273,Male,46,Extended Family,10,75,15,3,1
94898,XII - SOCCSKSARGEN,68180,Male,40,Single Family,6,81,27,2,1
84490,XII - SOCCSKSARGEN,58919,Male,46,Single Family,5,96,21,3,1
67966,XII - SOCCSKSARGEN,45256,Male,68,Single Family,2,25,20,1,1
636335,XII - SOCCSKSARGEN,122145,Female,30,Single Family,4,50,35,3,1
167708,XII - SOCCSKSARGEN,44145,Male,52,Single Family,4,80,22,2,1
393445,XII - SOCCSKSARGEN,148876,Male,45,Extended Family,9,80,29,3,1
425790,XII - SOCCSKSARGEN,109189,Male,47,Extended Family,7,56,13,3,1
200200,XII - SOCCSKSARGEN,77275,Male,36,Two or More Nonrelated Persons/Members,6,28,1,1,1
256835,XII - SOCCSKSARGEN,168796,Male,60,Single Family,3,80,15,3,1
170316,XII - SOCCSKSARGEN,102528,Male,44,Extended Family,5,20,17,2,1
124580,XII - SOCCSKSARGEN,35106,Female,62,Single Family,2,20,33,1,1
593580,XII - SOCCSKSARGEN,64009,Female,62,Single Family,2,120,28,2,1
331336,XII - SOCCSKSARGEN,90199,Male,24,Extended Family,5,46,15,3,1
261421,XII - SOCCSKSARGEN,61361,Male,39,Single Family,6,30,26,2,1
2176560,XII - SOCCSKSARGEN,209107,Male,62,Single Family,5,450,1,4,1
211628,XII - SOCCSKSARGEN,99842,Male,48,Single Family,5,50,50,5,1
176710,XII - SOCCSKSARGEN,57026,Female,57,Single Family,3,27,45,5,1
75416,XII - SOCCSKSARGEN,51970,Female,70,Extended Family,6,18,17,2,1
42688,XII - SOCCSKSARGEN,13189,Female,60,Single Family,1,11,36,2,1
167240,XII - SOCCSKSARGEN,70686,Male,50,Single Family,3,60,45,4,1
284555,XII - SOCCSKSARGEN,56374,Male,50,Single Family,4,50,12,3,1
123820,XII - SOCCSKSARGEN,41039,Male,58,Single Family,3,40,3,2,1
126750,XII - SOCCSKSARGEN,23409,Female,47,Single Family,1,70,13,4,1
123418,XII - SOCCSKSARGEN,42330,Male,36,Single Family,4,20,9,2,1
124755,XII - SOCCSKSARGEN,75513,Male,42,Extended Family,7,40,8,1,1
178558,XII - SOCCSKSARGEN,57970,Male,52,Single Family,3,50,17,2,1
113500,XII - SOCCSKSARGEN,32756,Male,35,Single Family,3,36,18,2,1
255700,XII - SOCCSKSARGEN,33321,Female,44,Extended Family,3,35,14,1,1
695292,XII - SOCCSKSARGEN,136459,Male,75,Extended Family,8,49,21,4,1
267330,XII - SOCCSKSARGEN,71609,Female,53,Extended Family,2,35,25,2,1
299856,XII - SOCCSKSARGEN,92326,Male,54,Single Family,5,30,10,2,1
252448,XII - SOCCSKSARGEN,91590,Male,63,Single Family,4,60,28,3,1
107150,XII - SOCCSKSARGEN,64526,Male,54,Extended Family,7,30,20,1,1
123700,XII - SOCCSKSARGEN,70580,Male,53,Extended Family,5,40,18,2,1
99500,XII - SOCCSKSARGEN,66595,Female,78,Extended Family,6,50,11,2,1
156700,XII - SOCCSKSARGEN,122985,Male,35,Extended Family,11,60,11,4,1
103300,XII - SOCCSKSARGEN,68612,Male,52,Single Family,3,40,1,1,1
95500,XII - SOCCSKSARGEN,73138,Female,81,Extended Family,5,40,30,1,1
80600,XII - SOCCSKSARGEN,60945,Male,25,Single Family,4,30,1,1,1
257600,XII - SOCCSKSARGEN,127422,Male,36,Single Family,5,120,9,3,1
382800,XII - SOCCSKSARGEN,145253,Male,61,Extended Family,6,60,10,4,1
153500,XII - SOCCSKSARGEN,70991,Female,53,Extended Family,4,60,11,3,1
130950,XII - SOCCSKSARGEN,76933,Male,20,Single Family,4,40,1,1,1
166600,XII - SOCCSKSARGEN,90786,Male,62,Single Family,6,60,10,4,1
185100,XII - SOCCSKSARGEN,87008,Male,72,Extended Family,4,60,14,3,1
72000,XII - SOCCSKSARGEN,56760,Male,31,Single Family,4,30,4,1,1
130636,XII - SOCCSKSARGEN,81469,Male,69,Extended Family,5,50,11,3,1
119773,XII - SOCCSKSARGEN,44875,Male,42,Extended Family,6,30,14,1,1
137320,XII - SOCCSKSARGEN,31157,Male,49,Single Family,6,40,6,2,1
133171,XII - SOCCSKSARGEN,45882,Male,56,Single Family,4,35,20,1,1
129500,XII - SOCCSKSARGEN,81416,Male,34,Extended Family,9,25,11,1,1
128598,XII - SOCCSKSARGEN,78195,Male,86,Single Family,8,28,10,1,1
